ID de la playlist,ID des chaînes,Date et heure de création,Date et heure de mise à jour,Titre,Description,Visibilité
PLy0L-A3Ggd6uXCKeS6lxN_FdJhCZtr1BC,UCRdDMa9ryNyZhMIxQPhR1tA,2016-07-29 19:53:56 UTC,2021-09-25 17:32:56 UTC,Watch later,,Personnel

ID vidéo,Date et heure d'ajout
0icj3tvHo08,2017-11-15 20:49:33 UTC
i5tV3GNwVKc,2017-10-25 20:18:54 UTC
ir5dK05VgN0,2017-10-25 20:18:45 UTC
gAdo3dGYd1E,2017-10-25 06:02:54 UTC
z3X49SYvbo0,2017-10-24 21:45:20 UTC
O8hQVlRgFlU,2017-10-24 05:57:08 UTC
oxcsAkwPH1w,2017-10-23 19:23:54 UTC
fXVDYjK59yc,2017-10-23 18:24:17 UTC
tUyYzmYDmWA,2017-10-23 18:24:11 UTC
Dp-bjnn_aOE,2017-10-22 18:09:08 UTC
yGN5Gr9GsUs,2017-10-18 13:22:25 UTC
me-rtS87utg,2017-10-18 13:22:20 UTC
1gzSkUVZuoo,2017-10-18 13:21:49 UTC
Rt_EifzBhiI,2017-10-18 13:21:32 UTC
iqaipBpnVRE,2017-10-18 13:21:10 UTC
6ypHJihbHs4,2017-10-18 13:20:38 UTC
S40QrKhEo_c,2017-10-18 13:19:32 UTC
Dq3PhCK7cn4,2017-10-18 13:18:12 UTC
0qWBlVUHARo,2017-10-06 10:57:18 UTC
1H6_q7T1yC4,2017-10-06 10:56:21 UTC
_woMCJzkvD0,2017-10-06 10:55:39 UTC
P9r5ZkXyoPc,2017-10-06 10:55:22 UTC
2v1BgTZ0ucg,2017-10-06 10:54:54 UTC
XBy-lYxiyyc,2017-10-05 10:58:33 UTC
o5xxIciBSME,2017-10-05 10:58:27 UTC
0sKRRY5tQz8,2017-10-03 05:46:13 UTC
sO9dgJoGXIs,2017-10-02 11:25:40 UTC
jKInAMNrXRA,2017-09-20 21:07:55 UTC
Rht1iotV96M,2017-09-20 13:46:13 UTC
CjYPLWcgAOE,2017-09-20 13:45:52 UTC
rVWN6-5wXq8,2017-09-03 23:34:44 UTC
p1pZmbuygZY,2017-09-02 16:19:48 UTC
xrX4WwgBuyA,2017-08-31 21:05:14 UTC
8GYL6c_GTE0,2017-08-31 21:02:53 UTC
sBwM9c8ctGg,2017-08-31 10:32:42 UTC
JJdtl5_6RrM,2017-08-25 10:00:16 UTC
wAkbCGNbvw8,2017-08-06 16:55:06 UTC
8pg1obK0Qfo,2017-08-06 16:55:00 UTC
bV4AEBk6KDY,2017-08-06 16:54:20 UTC
sqB-SsOSNe0,2017-08-06 10:04:45 UTC
hjopY6IOsl8,2017-08-06 10:04:43 UTC
uA0O9gGK5Yk,2017-07-30 23:07:46 UTC
cmXDqH26EMo,2017-07-26 00:32:41 UTC
uUlglEHMMtg,2017-07-12 23:29:22 UTC
63UIBoIF3mY,2017-06-26 13:09:41 UTC
v8bZBn2dCYU,2017-06-26 13:07:20 UTC
wGB1aLDR2Es,2017-06-08 21:06:17 UTC
kLnYBUxgKFM,2017-05-04 10:34:31 UTC

